16688,105
16689,112
16690,103
16691,101
16692,120
16693,108
16694,96
16695,92
16696,108
16697,108
16698,105
16699,117
16700,247
16701,265
16702,256
16703,270
16704,257
16705,273
16706,270
16707,254
16708,253
16709,272
16710,249
16711,266
16712,269
16713,266
16714,259
16715,255
16716,251
16717,275
16718,249
16719,263
16720,500
16721,502
16722,515
16723,514
16724,519
16725,516
16726,515
16727,501
16728,526
16729,528
16730,500
16731,517
16732,517
16733,525
16734,502
16735,527
16736,503
16737,521
16738,517
16739,528
16740,109
16741,136
16742,131
16743,121
16744,119
16745,133
16746,134
16747,110
16748,127
16749,116
16750,129
16751,129
16752,135
16753,131
16754,118
16755,123
16756,132
16757,135
16758,122
16759,128
16760,518
16761,531
16762,538
16763,535
16764,547
16765,519
16766,530
16767,538
16768,540
16769,540
16770,527
16771,546
16772,518
16773,537
16774,533
16775,544
16776,524
16777,532
16778,539
16779,547
16780,183
16781,189
16782,190
16783,196
16784,196
16785,197
16786,183
16787,194
16788,193
16789,202
16790,196
16791,200
16792,208
16793,212
16794,190
16795,195
16796,185
16797,187
16798,210
16799,196
16800,315
16801,340
16802,342
16803,320
16804,334
16805,326
16806,324
16807,319
16808,323
16809,319
16810,334
16811,315
16812,344
16813,329
16814,318
16815,331
16816,336
16817,323
16818,321
16819,324
16820,8
16821,11
16822,24
16823,11
16824,8
16825,30
16826,32
16827,8
16828,14
16829,31
16830,27
16831,37
16832,11
16833,24
16834,10
16835,14
16836,21
16837,36
16838,17
16839,12
16840,200
16841,202
16842,214
16843,218
16844,214
16845,200
16846,213
16847,211
16848,211
16849,227
16850,215
16851,229
16852,228
16853,221
16854,221
16855,208
16856,225
16857,228
16858,215
16859,216
16860,312
16861,338
16862,334
16863,328
16864,329
16865,332
16866,334
16867,322
16868,325
16869,337
16870,329
16871,320
16872,326
16873,330
16874,338
16875,330
16876,321
16877,338
16878,337
16879,317
16880,670
16881,682
16882,676
16883,695
16884,672
16885,688
16886,695
16887,695
16888,676
16889,678
16890,680
16891,682
16892,699
16893,670
16894,677
16895,677
16896,686
16897,672
16898,672
16899,684
16900,335
